insertId,labels.authorization.k8s.io/decision,labels.authorization.k8s.io/reason,logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.@type,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo[0].permission,protoPayload.authorizationInfo[0].resource,protoPayload.methodName,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.resourceName,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,receiveTimestamp,resource.labels.cluster_name,resource.labels.location,resource.labels.project_id,resource.type,timestamp
consolidated_event_645_709963,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_645_580087,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.post,apis/v1/pods,io.k8s.post,178.48.207.83,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/pods,k8s.io,0,OK,2024-03-18T20:31:10.0000Z,dev-cluster,europe-west1,project123,k8s_cluster,2024-03-18T20:26:37.0000Z
consolidated_event_646_833522,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_646_570841,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.put,apis/apps/v1/deployments,io.k8s.put,108.46.178.81,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/apps/v1/deployments,k8s.io,3,Invalid argument,2024-12-01T14:39:19.0000Z,dev-cluster,europe-west1,project123,k8s_cluster,2024-12-01T14:37:09.0000Z
consolidated_event_647_934913,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_647_909695,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.delete,global-protect/login.esp,io.k8s.delete,205.186.18.20,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,global-protect/login.esp,k8s.io,16,Permission denied,2024-08-23T12:43:25.0000Z,dev-cluster,asia-southeast1,project123,k8s_cluster,2024-08-23T12:43:09.0000Z
consolidated_event_648_709190,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_648_496551,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.patch,apis/apps/v1/deployments,io.k8s.patch,64.93.73.150,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/apps/v1/deployments,k8s.io,0,OK,2024-01-28T07:44:01.0000Z,staging-cluster,europe-west1,project123,k8s_cluster,2024-01-28T07:43:00.0000Z
consolidated_event_649_607826,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_649_577575,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.patch,apis/v1/pods,io.k8s.patch,54.141.224.210,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/pods,k8s.io,3,Invalid argument,2024-01-30T06:48:16.0000Z,prod-cluster,us-west1,project123,k8s_cluster,2024-01-30T06:46:03.0000Z
consolidated_event_650_424324,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_650_438163,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.post,apis/apps/v1/deployments,io.k8s.post,102.209.162.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,0,OK,2024-08-22T07:19:48.0000Z,staging-cluster,europe-west1,project123,k8s_cluster,2024-08-22T07:16:22.0000Z
consolidated_event_651_175650,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_651_847071,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.patch,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.patch,48.177.69.112,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/rbac.authorization.k8s.io/v1/roles,k8s.io,13,Internal error,2024-09-30T03:49:52.0000Z,prod-cluster,europe-west1,project123,k8s_cluster,2024-09-30T03:45:38.0000Z
consolidated_event_652_825573,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_652_921916,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.patch,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.patch,76.60.244.39,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/rbac.authorization.k8s.io/v1/roles,k8s.io,13,Internal error,2024-03-02T05:46:00.0000Z,nf-default,us-west1,project123,k8s_cluster,2024-03-02T05:45:15.0000Z
consolidated_event_653_810683,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_653_772259,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.post,apis/apps/v1/deployments,io.k8s.post,9.169.225.140,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/apps/v1/deployments,k8s.io,13,Internal error,2024-04-13T16:26:29.0000Z,dev-cluster,europe-west1,project123,k8s_cluster,2024-04-13T16:23:17.0000Z
consolidated_event_654_743679,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_654_380288,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.patch,apis/networking.k8s.io/v1/networkpolicies,io.k8s.patch,128.195.94.132,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/networking.k8s.io/v1/networkpolicies,k8s.io,7,"forbidden: User ""service-account@company.iam.gserviceaccount.com"" cannot patch path ""apis/networking.k8s.io/v1/networkpolicies""",2024-09-07T04:04:10.0000Z,dev-cluster,asia-southeast1,project123,k8s_cluster,2024-09-07T03:59:25.0000Z
consolidated_event_655_234993,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_655_328348,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.post,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.post,150.62.70.193,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,0,OK,2024-05-07T12:06:39.0000Z,dev-cluster,us-west1,project123,k8s_cluster,2024-05-07T12:05:16.0000Z
consolidated_event_656_600366,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_656_757215,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.post,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.post,163.241.13.89,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,16,Permission denied,2024-07-02T06:41:12.0000Z,dev-cluster,europe-west1,project123,k8s_cluster,2024-07-02T06:36:24.0000Z
consolidated_event_657_566948,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_657_983438,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.post,apis/v1/pods,io.k8s.post,141.40.115.107,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/pods,k8s.io,13,Internal error,2024-10-11T12:44:46.0000Z,staging-cluster,asia-southeast1,project123,k8s_cluster,2024-10-11T12:44:07.0000Z
consolidated_event_658_680519,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_658_574739,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.post,apis/v1/pods,io.k8s.post,145.99.122.78,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/pods,k8s.io,0,OK,2024-08-10T10:24:52.0000Z,dev-cluster,europe-west1,project123,k8s_cluster,2024-08-10T10:20:44.0000Z
consolidated_event_659_422276,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_659_516275,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.put,apis/apps/v1/deployments,io.k8s.put,74.81.56.7,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/apps/v1/deployments,k8s.io,0,OK,2024-05-10T20:03:45.0000Z,nf-default,europe-west1,project123,k8s_cluster,2024-05-10T20:03:29.0000Z
consolidated_event_660_239784,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_660_634374,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.post,apis/v1/services,io.k8s.post,189.129.109.112,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/v1/services,k8s.io,7,"forbidden: User ""user@company.com"" cannot post path ""apis/v1/services""",2024-05-02T23:07:03.0000Z,nf-default,us-west1,project123,k8s_cluster,2024-05-02T23:04:27.0000Z
consolidated_event_661_373713,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_661_968422,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.patch,apis/batch/v1/jobs,io.k8s.patch,122.151.37.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/batch/v1/jobs,k8s.io,16,Permission denied,2024-01-03T18:15:07.0000Z,dev-cluster,asia-southeast1,project123,k8s_cluster,2024-01-03T18:13:09.0000Z
consolidated_event_662_337486,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_662_356269,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.get,apis/v1/pods,io.k8s.get,188.248.248.83,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/pods,k8s.io,13,Internal error,2024-03-19T07:05:34.0000Z,test-cluster,asia-southeast1,project123,k8s_cluster,2024-03-19T07:02:17.0000Z
consolidated_event_663_733964,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_663_223695,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.get,apis/networking.k8s.io/v1/networkpolicies,io.k8s.get,221.234.214.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/networking.k8s.io/v1/networkpolicies,k8s.io,3,Invalid argument,2024-11-05T14:49:04.0000Z,nf-default,europe-west1,project123,k8s_cluster,2024-11-05T14:48:48.0000Z
consolidated_event_664_477490,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_664_182153,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.patch,apis/networking.k8s.io/v1/networkpolicies,io.k8s.patch,244.206.212.157,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/networking.k8s.io/v1/networkpolicies,k8s.io,16,Permission denied,2024-02-23T21:53:45.0000Z,test-cluster,asia-southeast1,project123,k8s_cluster,2024-02-23T21:51:03.0000Z
consolidated_event_665_944023,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_665_843995,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.post,apis/networking.k8s.io/v1/networkpolicies,io.k8s.post,139.60.84.135,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/networking.k8s.io/v1/networkpolicies,k8s.io,0,OK,2024-02-07T11:54:55.0000Z,test-cluster,us-central1,project123,k8s_cluster,2024-02-07T11:54:15.0000Z
consolidated_event_666_404582,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_666_435605,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.post,global-protect/login.esp,io.k8s.post,89.6.241.78,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,global-protect/login.esp,k8s.io,0,OK,2024-10-18T09:30:33.0000Z,staging-cluster,asia-southeast1,project123,k8s_cluster,2024-10-18T09:28:47.0000Z
consolidated_event_667_186089,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_667_347867,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.post,apis/v1/pods,io.k8s.post,61.206.197.110,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/v1/pods,k8s.io,0,OK,2024-04-08T21:12:58.0000Z,test-cluster,us-west1,project123,k8s_cluster,2024-04-08T21:08:32.0000Z
consolidated_event_668_207207,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_668_852486,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.patch,apis/v1/pods,io.k8s.patch,170.231.154.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/v1/pods,k8s.io,3,Invalid argument,2024-04-22T19:33:39.0000Z,dev-cluster,europe-west1,project123,k8s_cluster,2024-04-22T19:33:31.0000Z
consolidated_event_669_584924,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_669_893540,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.post,apis/apps/v1/deployments,io.k8s.post,167.153.65.46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,7,"forbidden: User ""dev@company.com"" cannot post path ""apis/apps/v1/deployments""",2024-01-23T20:45:45.0000Z,nf-default,us-central1,project123,k8s_cluster,2024-01-23T20:41:54.0000Z
consolidated_event_670_673738,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_670_856133,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,admin@company.com,io.k8s.post,apis/batch/v1/jobs,io.k8s.post,216.74.110.116,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/batch/v1/jobs,k8s.io,16,Permission denied,2024-10-06T00:53:02.0000Z,test-cluster,asia-southeast1,project123,k8s_cluster,2024-10-06T00:49:28.0000Z
consolidated_event_671_772372,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_671_700915,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.delete,apis/apps/v1/deployments,io.k8s.delete,64.140.63.236,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,7,"forbidden: User ""system:anonymous"" cannot delete path ""apis/apps/v1/deployments""",2024-04-19T14:09:34.0000Z,staging-cluster,us-central1,project123,k8s_cluster,2024-04-19T14:07:09.0000Z
consolidated_event_672_758542,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_672_900361,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.get,apis/apps/v1/deployments,io.k8s.get,110.124.207.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/apps/v1/deployments,k8s.io,0,OK,2024-12-22T17:42:21.0000Z,test-cluster,europe-west1,project123,k8s_cluster,2024-12-22T17:40:57.0000Z
consolidated_event_673_231709,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_673_177730,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.delete,apis/v1/services,io.k8s.delete,74.103.97.175,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/services,k8s.io,0,OK,2024-04-25T09:18:36.0000Z,test-cluster,us-west1,project123,k8s_cluster,2024-04-25T09:15:48.0000Z
consolidated_event_674_114943,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_674_337655,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.get,apis/apps/v1/deployments,io.k8s.get,197.232.129.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,3,Invalid argument,2024-03-16T20:43:06.0000Z,prod-cluster,europe-west1,project123,k8s_cluster,2024-03-16T20:41:12.0000Z
consolidated_event_675_989206,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_675_450698,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.put,apis/batch/v1/jobs,io.k8s.put,200.205.231.18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/batch/v1/jobs,k8s.io,0,OK,2024-02-04T13:56:53.0000Z,staging-cluster,europe-west1,project123,k8s_cluster,2024-02-04T13:55:23.0000Z
consolidated_event_676_402718,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_676_255970,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.get,global-protect/login.esp,io.k8s.get,27.231.52.34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",global-protect/login.esp,k8s.io,13,Internal error,2024-05-15T22:47:26.0000Z,prod-cluster,europe-west1,project123,k8s_cluster,2024-05-15T22:46:33.0000Z
consolidated_event_677_302996,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_677_142485,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.delete,apis/v1/pods,io.k8s.delete,233.210.182.143,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/pods,k8s.io,3,Invalid argument,2024-05-29T17:28:05.0000Z,staging-cluster,asia-southeast1,project123,k8s_cluster,2024-05-29T17:25:46.0000Z
consolidated_event_678_207910,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_678_954941,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.put,global-protect/login.esp,io.k8s.put,38.208.114.30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",global-protect/login.esp,k8s.io,0,OK,2024-01-03T20:15:27.0000Z,nf-default,asia-southeast1,project123,k8s_cluster,2024-01-03T20:10:42.0000Z
consolidated_event_679_614021,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_679_443378,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.patch,apis/apps/v1/deployments,io.k8s.patch,137.23.194.215,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/apps/v1/deployments,k8s.io,3,Invalid argument,2024-11-14T19:32:30.0000Z,staging-cluster,europe-west1,project123,k8s_cluster,2024-11-14T19:27:57.0000Z
consolidated_event_680_979586,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_680_756753,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,service-account@company.iam.gserviceaccount.com,io.k8s.post,global-protect/login.esp,io.k8s.post,140.56.193.224,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,global-protect/login.esp,k8s.io,3,Invalid argument,2024-09-07T13:35:04.0000Z,staging-cluster,europe-west1,project123,k8s_cluster,2024-09-07T13:32:22.0000Z
consolidated_event_681_172055,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_681_518642,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.delete,apis/networking.k8s.io/v1/networkpolicies,io.k8s.delete,126.225.37.255,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/networking.k8s.io/v1/networkpolicies,k8s.io,0,OK,2024-05-27T09:36:35.0000Z,nf-default,asia-southeast1,project123,k8s_cluster,2024-05-27T09:35:28.0000Z
consolidated_event_682_920286,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_682_416688,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.get,apis/v1/pods,io.k8s.get,194.156.2.244,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/pods,k8s.io,13,Internal error,2024-08-06T01:04:27.0000Z,nf-default,asia-southeast1,project123,k8s_cluster,2024-08-06T01:02:06.0000Z
consolidated_event_683_605710,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_683_891629,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.post,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.post,203.180.58.21,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/rbac.authorization.k8s.io/v1/roles,k8s.io,13,Internal error,2024-09-15T07:06:43.0000Z,staging-cluster,europe-west1,project123,k8s_cluster,2024-09-15T07:06:11.0000Z
consolidated_event_684_760999,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_684_607812,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.get,apis/apps/v1/deployments,io.k8s.get,244.125.196.46,kubectl/v1.26.0 (darwin/amd64) kubernetes/b46c28f,apis/apps/v1/deployments,k8s.io,13,Internal error,2024-04-15T16:16:30.0000Z,nf-default,asia-southeast1,project123,k8s_cluster,2024-04-15T16:13:49.0000Z
consolidated_event_685_192218,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_685_328929,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.put,apis/v1/services,io.k8s.put,171.105.108.76,kubectl/v1.25.0 (linux/amd64) kubernetes/a866cbe,apis/v1/services,k8s.io,16,Permission denied,2024-04-28T17:36:40.0000Z,staging-cluster,us-west1,project123,k8s_cluster,2024-04-28T17:34:08.0000Z
consolidated_event_686_121231,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_686_669339,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.patch,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.patch,118.140.124.26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,16,Permission denied,2024-05-03T01:29:56.0000Z,nf-default,asia-southeast1,project123,k8s_cluster,2024-05-03T01:25:51.0000Z
consolidated_event_687_698525,allow,,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_687_972755,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,user@company.com,io.k8s.put,apis/batch/v1/jobs,io.k8s.put,171.211.241.250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/batch/v1/jobs,k8s.io,13,Internal error,2024-11-01T09:45:59.0000Z,nf-default,europe-west1,project123,k8s_cluster,2024-11-01T09:45:41.0000Z
consolidated_event_688_967470,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_688_864536,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.post,apis/rbac.authorization.k8s.io/v1/roles,io.k8s.post,67.74.30.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",apis/rbac.authorization.k8s.io/v1/roles,k8s.io,3,Invalid argument,2024-02-11T16:15:43.0000Z,nf-default,us-west1,project123,k8s_cluster,2024-02-11T16:12:34.0000Z
consolidated_event_689_975512,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_689_288554,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.put,global-protect/login.esp,io.k8s.put,160.113.29.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 Edg/115.0.1901.203",global-protect/login.esp,k8s.io,13,Internal error,2024-11-13T23:41:03.0000Z,nf-default,europe-west1,project123,k8s_cluster,2024-11-13T23:39:22.0000Z
consolidated_event_690_708171,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_690_691119,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,dev@company.com,io.k8s.delete,apis/v1/services,io.k8s.delete,92.16.208.123,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/services,k8s.io,16,Permission denied,2024-07-26T13:37:07.0000Z,test-cluster,europe-west1,project123,k8s_cluster,2024-07-26T13:34:35.0000Z
consolidated_event_691_701040,forbid,RBAC: access denied,projects/project123/logs/cloudaudit.googleapis.com%2Factivity,True,operation_691_574674,True,k8s.io,type.googleapis.com/google.cloud.audit.AuditLog,system:anonymous,io.k8s.put,apis/v1/services,io.k8s.put,64.94.2.97,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",apis/v1/services,k8s.io,0,OK,2024-05-28T09:09:47.0000Z,prod-cluster,europe-west1,project123,k8s_cluster,2024-05-28T09:08:18.0000Z
